"","id","display_name","publication_year","type","journal","journal_id","doi","first_author","n","citations"
"246","https://openalex.org/W2964215701","Describing the Development of Case Law",2019,"proceedings-article","international conference on artificial intelligence and law",NA,"https://doi.org/10.1145/3322640.3326697","John Henderson",4,5
"247","https://openalex.org/W2963711938","Felony and the Guilty Mind in Medieval England",2019,"book",NA,NA,NA,"Elizabeth Papp Kamali",4,2
"248","https://openalex.org/W2963315753","Reading the Constitution, 1787–91: History, Originalism, and Constitutional Meaning",2019,"journal-article","Law and History Review","https://openalex.org/V197491701","https://doi.org/10.1017/s0738248019000427","Saul Cornell",4,1
"249","https://openalex.org/W2963240788","Building Legal Case Retrieval Systems with Lexical Matching and Summarization using A Pre-Trained Phrase Scoring Model",2020,"proceedings-article","arXiv: Computation and Language","https://openalex.org/V2596401190","https://doi.org/10.1145/3322640.3326740","Vu Tran",4,1
"250","https://openalex.org/W2962669322","Contingency, Continuity, Development, and Change in Modern Catholic Social Teaching",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.001","Gerard V. Bradley",4,0
"251","https://openalex.org/W2962592789","How Bishops Should Teach Catholic Social Doctrine",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.023","Gerard V. Bradley",4,0
"252","https://openalex.org/W2962548347","Civil Rights: Rethinking their Natural Foundation",2019,"book",NA,NA,NA,"Robin West",4,0
"253","https://openalex.org/W2962268573","The Preferential Option for the Poor and Catholic Social Teaching",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.020","Martin Schlag",4,0
"254","https://openalex.org/W2962073698","Catholic Social Teaching and Living the Christian Life",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.021","Russell Shaw",4,0
"255","https://openalex.org/W2961511074","Pope Benedict XVI on the Political and Social Order",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.009","J. Brian Benestad",4,0
"256","https://openalex.org/W2961349501","Socialism and Capitalism in Catholic Social Thought",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.019","Catherine Ruth Pakaluk",4,0
"257","https://openalex.org/W2960160583","Development in Catholic Social Teaching: John XXIII to Paul VI",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.007","V. Bradley Lewis",4,0
"258","https://openalex.org/W2960044569","Are Some Men Angels? Modern Catholic Social Thought and Trust in Government",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.015","Christopher Wolfe",4,0
"259","https://openalex.org/W2960021114","Quadragesimo anno(1931)",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.005","Samuel Gregg",4,0
"260","https://openalex.org/W2959558694","Catholic Social Teaching on the Common Good",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.011","V. Bradley Lewis",4,0
"261","https://openalex.org/W2959117701","The Moral Principles Governing the Immigration Policies of Polities",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.016","SJ Kevin L. Flannery",4,0
"262","https://openalex.org/W2958917903","The Social Teaching of Pope Francis",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.010","Daniel J. Mahoney",4,0
"263","https://openalex.org/W2958761187","Application of the Hart-Devlin debate to the ideas and arguments raised in ‘Legalising assisted dying would be a failure of collective human memory and imagination’",2019,"journal-article","Student journal of professional practice and academic research","https://openalex.org/V4210206247","https://doi.org/10.19164/sjppar.v1i2.872","Jessica Hurwood",4,0
"264","https://openalex.org/W2958720919","Pope Pius XII on Social Issues",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.006","Ronald J. Rychlak",4,0
"265","https://openalex.org/W2958627880","International Finance and Catholic Social Teaching",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.017","Robert G. Kennedy",4,0
"266","https://openalex.org/W2958486771","Social Teaching in Pope John Paul II",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.008","Patrick Lee",4,0
"267","https://openalex.org/W2958169085","A Radical Critique of Catholic Social Teaching",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.024","John Finnis",4,0
"268","https://openalex.org/W2957865728","Kant Does Not Deny Resultant Moral Luck",2019,"journal-article","Midwest Studies in Philosophy","https://openalex.org/V194628308","https://doi.org/10.1111/misp.12109","Robert J. Hartman",4,3
"269","https://openalex.org/W2957102370","AI Systems Under Criminal Law: a Legal Analysis and a Regulatory Perspective",2020,"journal-article","Philosophy & Technology","https://openalex.org/V23735784","https://doi.org/10.1007/s13347-019-00362-x","Francesca Lagioia",4,5
"270","https://openalex.org/W2956513054","Rerum novarum(1891)",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.004","Joseph Boyle",4,0
"271","https://openalex.org/W2956470660","Catholic Social TeachingIsCatholic Moral Teaching",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108630238.022","E. Christian Brugger",4,0
"272","https://openalex.org/W2955168043","Consequentialism and the Case of Symmetrical Attackers",2019,"journal-article","Utilitas","https://openalex.org/V197192246","https://doi.org/10.1017/s0953820819000177","Stephen Kershnar",4,0
"273","https://openalex.org/W2951693013","The Juridical Act as a Speech Act in the World of Law",2019,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-15592-6_3","van der Kaaij",4,0
"274","https://openalex.org/W2950764687","The Delineation of the Theoretical Concept of a Juridical Act",2019,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-15592-6_2","H. D. S. van der Kaaij",4,0
"275","https://openalex.org/W2948518146","Evolution of Indigenous Rights Under International Law: Analysis from TWAIL Perspective:",2019,"journal-article","The Oriental Anthropologist","https://openalex.org/V4210172961","https://doi.org/10.1177/0972558x19835387","Rashwet Shrinkhal",4,1
"276","https://openalex.org/W2947943229","Ancient Legal Thought: Equity, Justice, and Humaneness From Hammurabi and the Pharaohs to Justinian and the Talmud",2019,"book",NA,NA,NA,"Larry May",4,0
"277","https://openalex.org/W2947839344","Weightless Normativity: A Theory of Law, Language, and More",2018,NA,NA,NA,NA,"Jeffrey Isaac Kaplan",4,0
"278","https://openalex.org/W2947253746","Legal Linked Data Ecosystems and the Rule of Law",2019,"book-chapter","SpringerBriefs in law","https://openalex.org/V4210190531","https://doi.org/10.1007/978-3-030-13363-4_5","Marta Poblet",4,1
"279","https://openalex.org/W2947134103","Collective rights of nation-states",2018,"dissertation",NA,NA,NA,"Aleksandar Radakovic",4,0
"280","https://openalex.org/W2946880672","Making Offenders Vote: Democratic Expressivism and Compulsory Criminal Voting",2019,"journal-article","American Political Science Review","https://openalex.org/V176007004","https://doi.org/10.1017/s0003055419000297","Andrei Poama",4,1
"281","https://openalex.org/W2945118100","Constitutionalism and the Rule of Law",2017,"book-chapter",NA,NA,"https://doi.org/10.1002/9781405177245.ch22","C. l. Ten",4,1
"282","https://openalex.org/W2933539796","Legal ontologies over time: A systematic mapping study",2019,"journal-article","Expert Systems With Applications","https://openalex.org/V13144211","https://doi.org/10.1016/j.eswa.2019.04.009","Cleyton Mário de Oliveira Rodrigues",4,17
"283","https://openalex.org/W2931292118","Transitional Justice and Retributive Justice",2019,"journal-article","Ethical Theory and Moral Practice","https://openalex.org/V103146128","https://doi.org/10.1007/s10677-019-09991-9","Patrick Lenta",4,3
"284","https://openalex.org/W2928349458","Hypotheses and their dynamics in legal argumentation",2019,"journal-article","Expert Systems With Applications","https://openalex.org/V13144211","https://doi.org/10.1016/j.eswa.2019.03.047","Martín O. Moguillansky",4,3
"285","https://openalex.org/W2925325556","Descriptive vs. prescriptive global legal pluralism: a gentle reminder of David Hume’s is–ought divide",2019,"journal-article","The Journal of Legal Pluralism and Unofficial Law","https://openalex.org/V2764574796","https://doi.org/10.1080/07329113.2018.1557971","Lando Kirchmair",4,0
"286","https://openalex.org/W2921729287","Collateral Consequences of Conviction",2018,"reference-entry",NA,NA,"https://doi.org/10.1002/9781444367072.wbiee856","Zachary Hoskins",4,0
"287","https://openalex.org/W2920623471","A system of communication rules for justifying and explaining beliefs about facts in civil trials",2020,"journal-article","Artificial Intelligence and Law","https://openalex.org/V96609033","https://doi.org/10.1007/s10506-019-09247-y","Joao Marques Martins",4,1
"288","https://openalex.org/W2918743060","Sanctity of Contracts in a Secular Age: Equity, Fairness and Enrichment",2019,"book",NA,NA,NA,"Stephen Waddams",4,0
"289","https://openalex.org/W2916238091","The Nature of Legal Obligation",2018,"book-chapter",NA,NA,"https://doi.org/10.5040/9781509916276.ch-003","Brian H. Bix",4,1
"290","https://openalex.org/W2915034063","Hobbes and Christian Belief",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.010","Johann Sommerville",4,0
"291","https://openalex.org/W2914965441","Interpreting Hobbes on Civil Liberties and Rights of Resistance",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.009","Susanne Sreedhar",4,0
"292","https://openalex.org/W2914735674","Methodologies of Interpreting Hobbes: HistoricalandPhilosophical",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.002","Adrian Blau",4,2
"293","https://openalex.org/W2914406157","Hobbes’s Philosophical Method and the Passion of Curiosity",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.004","Gianni Paganini",4,0
"294","https://openalex.org/W2914368655","Human Nature and Motivation: Hamilton versus Hobbes",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.006","Michael J. Green",4,0
"295","https://openalex.org/W2914307559","Filozofia karania – od prawa naturalnego do liberalnej wolnoœci",2015,NA,"Studia Prawa Publicznego",NA,"https://doi.org/10.14746/stpp.2015.3.11.4","Micha³ Peno",4,0
"296","https://openalex.org/W2913825241","Hobbes’s Political-Philosophical Project: Science and Subversion",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.003","A. P. Martinich",4,0
"297","https://openalex.org/W2913128187","On benevolence and love of others",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.007","Gabriella Slomp",4,3
"298","https://openalex.org/W2913041307","Positivism and the Peace/Power Dialectic: Feminist Reflections in a Transnational Age",2019,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-24705-8_8","Kimberley Brayson",4,0
"299","https://openalex.org/W2912964818","The Character and Significance of the State of Nature",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.012","Peter Vanderschraaf",4,1
"300","https://openalex.org/W2912941736","The Productivity of Misreading: Interpreting Hobbes in a Hobbesian Contractarian Perspective",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.015","Luc Foisneau",4,0
"301","https://openalex.org/W2912332412","Hobbes, Life, and the Politics of Self-Preservation: The Role of Materialism in Hobbes’s Political Philosophy",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.005","Samantha Frost",4,12
"302","https://openalex.org/W2912286314","Hobbes’s Confounding Foole",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.013","Michael Byron",4,1
"303","https://openalex.org/W2912102368","“Not a Woman-Hater,” “No Rapist,” or Even Inventor of “the Sensitive Male”? Feminist Interpretations of Hobbes’s Political Theory and Their Relevance for Hobbes Studies",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.014","Eva Odzuck",4,1
"304","https://openalex.org/W2912056275","The Costs of Disobedience: A Reply to Delmas",2020,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-019-09422-7","Piero Moraro",4,0
"305","https://openalex.org/W2911576947","Interpreting Hobbes’s Moral Theory: Rightness, Goodness, Virtue, and Responsibility",2021,NA,"Journal of Ethical Reflections",NA,NA,"S. A. Lloyd",4,0
"306","https://openalex.org/W2911551090","Hate Speech on Campus: What Public Universities Can and Should Do to Counter Weaponized Intolerance",2020,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-019-09424-5","Rex Welshon",4,2
"307","https://openalex.org/W2911264989","Hobbes on Persons and Authorization",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108234870.011","Paul Weithman",4,0
"308","https://openalex.org/W2909575681","Disaggregating Political Authority: What’s Wrong with Rawlsian Civil Disobedience?:",2019,"journal-article","Political Studies","https://openalex.org/V90283396","https://doi.org/10.1177/0032321718816208","Robert Jubb",4,2
"309","https://openalex.org/W2907737913","On Identifying the Law and Its Supposed Conventional Foundations. A Set-Theory Approach",2019,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-03571-6_8","Giovanni Battista Ratti",4,0
"310","https://openalex.org/W2907600473","Social Facts and Law: Why the Rule of Recognition is a Convention",2019,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-03571-6_6","Josep Maria Vilajosana",4,0
"311","https://openalex.org/W2907118461","Compulsory Voting: A Defence",2020,"journal-article","British Journal of Political Science","https://openalex.org/V95691132","https://doi.org/10.1017/s0007123418000303","Lachlan Montgomery Umbers",4,7
"312","https://openalex.org/W2907072551","Argument by Analogy in Ancient China",2019,"journal-article","Argumentation","https://openalex.org/V12198553","https://doi.org/10.1007/s10503-018-09475-7","Yun Xie",4,4
"313","https://openalex.org/W2904499647","The“specialness” Of Religious Conscience: An Egalitarian Response",2018,NA,NA,NA,NA,"Joseph Marsden Dunne",4,0
"314","https://openalex.org/W2903849722","Rationale for the Non-liability Principle",2019,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-030-02659-2_3","Julia Maria Muraszkiewicz",4,0
"315","https://openalex.org/W2903282020","Descriptive Legal Theory",2016,"book-chapter","IVR Encyclopaedia of Jurisprudence, Legal Theory, and Philosophy of Law",NA,"https://doi.org/10.1007/978-94-007-6730-0_52-1","Julie Dickson",4,0
"316","https://openalex.org/W2903274889","Valuing Emotions in Punishment: an Argument for Social Rehabilitation with the Aid of Social and Affective Neuroscience",2018,"journal-article","Neuroethics","https://openalex.org/V112842941","https://doi.org/10.1007/s12152-018-9393-4","Federica Coppola",4,1
"317","https://openalex.org/W2902639175","Sovereignty and Validity: On the Relation Between the Concepts and the Role of Acceptance",2018,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-319-77522-7_11","Antonia Waltermann",4,0
"318","https://openalex.org/W2901362826","Shareholder primacy vs. stakeholder theory: The law of constraint and potential enabler of stakeholder concerns",2019,"journal-article","Social Science Research Network","https://openalex.org/V2751751161","https://doi.org/10.2139/ssrn.3165992","Craig Smith",4,1
"319","https://openalex.org/W2900959503","Private Law, Public Right and the Duty to Rescue",2018,"dissertation",NA,NA,NA,"Yona Gal",4,0
"320","https://openalex.org/W2900100887","A Charter of Rights with Wide Scope",2018,"book-chapter","Ius gentium","https://openalex.org/V4210185638","https://doi.org/10.1007/978-3-030-02263-1_5","Joao Andrade Neto",4,0
"321","https://openalex.org/W2899789155","Locke’s Correlative Property Limits/Responsibilities to His Property Rights",2019,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-319-97900-7_9","Shelly Hiller Marguerat",4,0
"322","https://openalex.org/W2899696545","Rules and information: An integral criticism of legislation",2021,"journal-article","Procesos de mercado","https://openalex.org/V4210240452","https://doi.org/10.52195/pm.v13i2.115","Esteban Pérez Medina",4,0
"323","https://openalex.org/W2898397454","Parental Justice and the Kids Pay View",2018,"journal-article","Ethical Theory and Moral Practice","https://openalex.org/V103146128","https://doi.org/10.1007/s10677-018-9937-z","Erik Magnusson",4,0
"324","https://openalex.org/W2898279560","A Chinese legal intelligent auxiliary discretionary adviser based on GA-BP NNs",2018,"journal-article","The Electronic Library","https://openalex.org/V902750600","https://doi.org/10.1108/el-03-2017-0056","Ni Zhang",4,0
"325","https://openalex.org/W2896270628","Retributivism and the Moral Enhancement of Criminals Through Brain Interventions",2018,"journal-article","Royal Institute of Philosophy Supplement","https://openalex.org/V61402464","https://doi.org/10.1017/s1358246118000383","Elizabeth Shaw",4,4
"326","https://openalex.org/W2893682108","Philosophers in Prison: Students in the Indiana Women’s Prison College Program Reflect on Philosophical Theories of Punishment",2018,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-319-97770-6_3","Mariam Kazanjian",4,0
"327","https://openalex.org/W2890245078","Some Ethical Considerations About the Use of Biomarkers for the Classification of Adult Antisocial Individuals",2019,"journal-article","International Journal of Forensic Mental Health","https://openalex.org/V42003292","https://doi.org/10.1080/14999013.2018.1485188","Marko Jurjako",4,10
"328","https://openalex.org/W2889139442","Criminalization of scientific misconduct.",2019,"journal-article","Medicine Health Care and Philosophy","https://openalex.org/V121541055","https://doi.org/10.1007/s11019-018-9865-7","William Bülow",4,15
"329","https://openalex.org/W2887536406","The Legal Order: Morphological Levels",2018,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-319-78858-6_2","Ake Frändberg",4,0
"330","https://openalex.org/W2886375272","Gains and Losses in Balancing Social Rights",2018,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-319-89647-2_3","David Duarte",4,1
"331","https://openalex.org/W2886123927","Proportionality in Its Narrow Sense and Measuring the Intensity of Restrictions on Fundamental Rights",2018,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-319-89647-2_4","Jorge Silva Sampaio",4,4
"332","https://openalex.org/W2885993920","Multiculturalism, Legal Pluralism and the Separability Thesis: A Postmodern Critique of 'An African Case for Legal Positivism'",2008,NA,"Law, Social Justice and Global Development Journal",NA,NA,"Idowu William",4,3
"333","https://openalex.org/W2883893013","Legislative exploration of domestic violence in the People’s Republic of China: A sociosemiotic perspective",2018,"journal-article","Semiotica","https://openalex.org/V171347946","https://doi.org/10.1515/sem-2016-0174","Le Cheng",4,0
"334","https://openalex.org/W2883761972","Thinking about Statutes: Interpretation, Interaction, Improvement",2018,"book",NA,NA,NA,"Andrew Burrows",4,3
"335","https://openalex.org/W2883557288","The Legitimacy of Judicial Responses to Moral Panic: Perceived vs. Normative Legitimacy",2018,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2018.1500130","Miriam Gur-Arye",4,2
"336","https://openalex.org/W2816230670","<U+00BF>Quién tiene la culpa y quién puede culpar a quién? Un diálogo sobre la legitimidad del castigo en contextos de exclusión social",2018,"journal-article","Isonomia","https://openalex.org/V4210208673","https://doi.org/10.5347/47.2017.42","Gustavo A. Beade",4,0
"337","https://openalex.org/W2811471460","Deductive and Deontic Reasoning",2018,"book-chapter",NA,NA,"https://doi.org/10.1007/978-90-481-9452-0_10","Antonino Rotolo",4,1
"338","https://openalex.org/W2810514380","Cognition and the Law",2018,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-319-89348-8_4","Luigi Cominelli",4,0
"339","https://openalex.org/W2804558315","Modeling Language Vagueness in Privacy Policies using Deep Neural Networks",2018,"posted-content","arXiv: Computation and Language","https://openalex.org/V2596401190",NA,"Fei Liu",4,0
"340","https://openalex.org/W2803550522","Simple Planning Rules for Complex Urban Problems: Toward Legal Certainty for Spatial Flexibility:",2020,"journal-article","Journal of Planning Education and Research","https://openalex.org/V200299299","https://doi.org/10.1177/0739456x18774122","Stefano Moroni",4,18
"341","https://openalex.org/W2803316743","Skeptical challenges to international law",2018,"journal-article","Philosophy Compass","https://openalex.org/V34011028","https://doi.org/10.1111/phc3.12511","Carmen E. Pavel",4,7
"342","https://openalex.org/W280183274","Forma e unidade como condiçoes de uma ciencia pura: a influencia do neokantismo de Marburgo no “primeiro” Hans Kelsen",2010,"journal-article","Sequencia: Estudos Juridicos e Politicos","https://openalex.org/V2736806674",NA,"Paulo Sávio Peixoto Maia",4,0
"343","https://openalex.org/W2801421153","A formalist restatement of commercial contract law",2013,"book-chapter",NA,NA,"https://doi.org/10.1017/cbo9781139108171.014","Jonathan Morgan",4,1
"344","https://openalex.org/W2801161270","An Analysis of the Impact of Brain-Computer Interfaces on Autonomy",2021,"journal-article","Neuroethics","https://openalex.org/V112842941","https://doi.org/10.1007/s12152-018-9364-9","Orsolya Friedrich",4,12
"345","https://openalex.org/W2799608329","The Main Statements of Ontology Theory and Its Implementation in the System of Legal Knowledge",2018,"journal-article","Elektronnoe modelirovanie","https://openalex.org/V4210176684","https://doi.org/10.15407/emodel.40.01.093","S.O. Kosenko",4,0
"346","https://openalex.org/W2796442870","Motive, Action, and Confusions in the Debate over Hate Crime Legislation",2018,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2018.1440787","Stephen Mathis",4,2
"347","https://openalex.org/W2795930862","Illegal Immigration as Resistance to Global Poverty",2018,"journal-article","Raisons Politiques","https://openalex.org/V110891900","https://doi.org/10.3917/rai.069.0083","Gwilym David Blunt",4,4
"348","https://openalex.org/W2790895503","Peace and Justice",2018,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-319-76066-7_3","Maximilian Jaede",4,0
"349","https://openalex.org/W2790137100","Standing and the sources of liberalism",2018,"journal-article","Politics, Philosophy & Economics","https://openalex.org/V195232068","https://doi.org/10.1177/1470594x18762254","Niko Kolodny",4,0
"350","https://openalex.org/W2788419890","Vilhelm Lundstedt’s ‘Legal Machinery’ and the Demise of Juristic Practice",2018,"journal-article","Law and Critique","https://openalex.org/V203428546","https://doi.org/10.1007/s10978-018-9220-4","Luca Siliquini-Cinelli",4,2
"351","https://openalex.org/W2787962658","Narration in judiciary fact-finding: a probabilistic explication",2018,"journal-article","Artificial Intelligence and Law","https://openalex.org/V96609033","https://doi.org/10.1007/s10506-018-9219-z","Rafal Urbaniak",4,6
"352","https://openalex.org/W2783663761","Hobbes and the Two Faces of Ethics",2018,"book",NA,NA,NA,"Arash Abizadeh",4,5
"353","https://openalex.org/W2780851656","Hiding in Plain Sight: The Category of Ordinary Language and the Case Law Domain of Transgender Marriage1",2018,"book-chapter",NA,NA,"https://doi.org/10.1017/9781316285756.004","Christopher Hutton",4,0
"354","https://openalex.org/W2780492602","Direct Liability in Tort",2018,"book-chapter",NA,NA,"https://doi.org/10.1017/9781139626828.011","Christian Witting",4,0
"355","https://openalex.org/W2775000851","World Crisis and Underdevelopment: A Critical Theory of Poverty, Agency, and Coercion",2018,"book",NA,NA,NA,"David Ingram",4,12
"356","https://openalex.org/W2774349623","Culture and law: The cultural impact on islamic legal statements and its implications for translation",2017,"journal-article","International journal of legal discourse","https://openalex.org/V4210207385","https://doi.org/10.1515/ijld-2017-0013","Rafat Y. Alwazna",4,3
"357","https://openalex.org/W2771688203","Against international criminal tribunals: reconciling the global justice norm with local agency",2019,"journal-article","Critical Review of International Social and Political Philosophy","https://openalex.org/V61740895","https://doi.org/10.1080/13698230.2017.1410684","Peter J. Verovšek",4,2
"358","https://openalex.org/W2765586061","International Law as a Belief System",2017,"book",NA,NA,NA,"Jean d'Aspremont",4,10
"359","https://openalex.org/W2765346954","Understanding the presumption of innocence in China: Institution and practice",2017,"book-chapter",NA,NA,"https://doi.org/10.1017/9781316855645.003","Xifen Lin",4,0
"360","https://openalex.org/W2763608465","El iusnaturalismo tomista del siglo XX en Estados Unidos",2017,"journal-article","Díkaion","https://openalex.org/V2738653547","https://doi.org/10.5294/dika.2017.26.2.1","Diego Poole",4,0
"361","https://openalex.org/W2762386543","Invisible Punishment is Wrong – But Why? The Normative Basis of Criticism of Collateral Consequences of Criminal Conviction",2017,"journal-article","Social Science Research Network","https://openalex.org/V2751751161","https://doi.org/10.1111/hojo.12230","Christopher Bennett",4,5
"362","https://openalex.org/W2751925624","Defining Death: Law, Language, and Systems",2016,"dissertation",NA,NA,NA,"Joshua Shaw",4,1
"363","https://openalex.org/W2751075060","Legal Reasoning in Pluralist Jurisprudence",2017,"book-chapter",NA,NA,"https://doi.org/10.1017/9781316875056.003","Maksymilian Del Mar",4,1
"364","https://openalex.org/W2734743405","The Pragma-Dialectical Approach of Legal Argumentation",2017,"book-chapter","Argumentation library","https://openalex.org/V4210210149","https://doi.org/10.1007/978-94-024-1129-4_10","Eveline T. Feteris",4,0
"365","https://openalex.org/W2728005646","Defaults and inferences in interpretation",2017,"journal-article","Journal of Pragmatics","https://openalex.org/V186034587","https://doi.org/10.1016/j.pragma.2017.06.005","Fabrizio Macagno",4,9
"366","https://openalex.org/W2727493508","Normalising sovereignty: reflections of Schmitt’s notions of exception, decision and normality",2017,"journal-article","Griffith law review","https://openalex.org/V2764362924","https://doi.org/10.1080/10383441.2017.1345708","Gian Giacomo Fusco",4,3
"367","https://openalex.org/W2714001130","Sheffield Natural Law School",2017,"book-chapter","Sellers,  M. & Kirste,  P. (Eds.). (2017). Encyclopedia of the philosophy of law and social philosophy. Dordrecht: Springer, pp. 1-18",NA,"https://doi.org/10.1007/978-94-007-6730-0_58-1","Deryck Beyleveld",4,0
"368","https://openalex.org/W2694099378","On Disjunctive Rights",2017,"journal-article","Southern Journal of Philosophy","https://openalex.org/V63730871","https://doi.org/10.1111/sjp.12218","Marcus Agnafors",4,0
"369","https://openalex.org/W266349394","An Analysis of Some Juristic Techniques for Handling Systematic Defects in the Law",2015,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-319-16148-8_10","Giovanni Battista Ratti",4,0
"370","https://openalex.org/W2623567514","Legitimate Authority and the Ethics of War: A Map of the Terrain",2017,"journal-article","Ethics & International Affairs","https://openalex.org/V60902712","https://doi.org/10.1017/s0892679417000065","Jonathan Parry",4,9
"371","https://openalex.org/W2620608236","REASON AND AUTHORITY IN ADMINISTRATIVE LAW",2017,"journal-article","Cambridge Law Journal","https://openalex.org/V206866588","https://doi.org/10.1017/s0008197317000599","James Angus Grant",4,2
"372","https://openalex.org/W2620156238","Dialogical Features of Presumptions: Difficulties for Walton’s New Dialogical Theory",2017,"journal-article","Argumentation","https://openalex.org/V12198553","https://doi.org/10.1007/s10503-017-9431-0","Petar Bodlovic",4,2
"373","https://openalex.org/W2620001655","The Problem of Transitional Justice",2017,"book-chapter",NA,NA,"https://doi.org/10.1017/9781316084229.004","Colleen Murphy",4,0
"374","https://openalex.org/W2616817330","Kelsen and the Problems of the Social Fact Thesis",2017,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-319-51817-6_2","Lorenz Kähler",4,1
"375","https://openalex.org/W2615579603","Hans Kelsen and Practical Reason",2017,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-319-51817-6_7","Francesco Viola",4,0
"376","https://openalex.org/W2615048506","Validity and Correctness in Kelsen’s Theory of Legal Interpretation",2017,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-319-51817-6_9","José Manuel Cabra Apalategui",4,0
"377","https://openalex.org/W2612501147","The New Legal Realism and The Realist View of Law",2018,"journal-article","Law and Social Inquiry-journal of The American Bar Foundation","https://openalex.org/V129275725","https://doi.org/10.1111/lsi.12319","Hanoch Dagan",4,4
"378","https://openalex.org/W2611559863","The Corruption of Accountability",2014,NA,"Northeast Conference on Public Administration",NA,NA,"Ciarán O'Kelly",4,0
"379","https://openalex.org/W2611478877","BEYOND EQUAL LIBERTY: RELIGION AS A DISTINCT HUMAN GOOD AND THE IMPLICATIONS FOR RELIGIOUS FREEDOM",2017,"journal-article","The journal of law and religion","https://openalex.org/V2764945322","https://doi.org/10.1017/jlr.2017.16","Melissa Moschella",4,7
"380","https://openalex.org/W2606471274","International Law as Professional Practice",2017,"book-chapter",NA,NA,"https://doi.org/10.1017/9781316492802.005","Richard Collins",4,1
"381","https://openalex.org/W2606313257","H.L.A. Hart's secondary rules: what do ‘officials’ really think?",2017,"journal-article","International Journal of Law in Context","https://openalex.org/V53946526","https://doi.org/10.17863/cam.10531","David Howarth",4,0
