Id,Label,timeset,stat_inf_class,modularity.class,eigen,modularity_class
https://openalex.org/W1982523722,The Concept of a Legal System: An Introduction to the Theory of Legal System,,27,6,0.002014,12
https://openalex.org/W1982904830,Modelling reasoning about evidence in legal procedure,,14,4,0.000026,0
https://openalex.org/W1982966970,From Apology to Utopia: The Structure of International Legal Argument,,20,6,0.000555,12
https://openalex.org/W1982993548,Persuasion and Value in Legal Argument,,14,4,0.000011,0
https://openalex.org/W1983000697,Crimes against Humanity: A Normative Account,,24,14,0.000027,1
https://openalex.org/W1983189862,"Assessing the global order: justice, legitimacy, or political justice?",,34,10,0.000115,2
https://openalex.org/W1984505550,The Right to Relocation: Disappearing Island Nations and Common Ownership of the Earth,,28,5,0.000093,2
https://openalex.org/W1985489930,"Judgments of causation, responsibility, and punishment in cases of harm-doing.",,5,13,0.000001,7
https://openalex.org/W1985565797,"Mental Impairment, Moral Understanding and Criminal Responsibility: Psychopathy and the Purposes of Punishment",,5,13,0,11
https://openalex.org/W1985670447,The Priority of Persons Revisited,,10,1,0.00027,10
https://openalex.org/W1985738119,Trials and Punishments,,5,13,0.000124,11
https://openalex.org/W1985968075,Negative and Positive Positivism,,9,6,0.009879,12
https://openalex.org/W1985971407,THE THEORY OF CRITICAL LEGAL STUDIES,,29,1,0.000021,6
https://openalex.org/W1986160508,Justifying the State,,0,8,0.000623,9
https://openalex.org/W1986410150,Toward a Consistent Natural-Law Ethics of False Assertion,,10,7,0.072295,8
https://openalex.org/W1986667594,The Idea of Justice and the Problem of Argument,,11,16,0.000233,9
https://openalex.org/W1986739574,The Neo-Kantian Dimension of Kelsen's Pure Theory of Law,,22,0,0.000222,4
https://openalex.org/W1986778800,Equality and equal opportunity for welfare,,32,16,0.000274,9
https://openalex.org/W1986914532,Holding others responsible,,5,13,0.000001,11
https://openalex.org/W1987468100,Human Interaction and the Law,,2,6,0.00012,12
https://openalex.org/W1987478741,Agonistic Critiques of Liberalism: Perfection and Emancipation,,19,12,0.000017,6
https://openalex.org/W1987712056,Conflicts of law and morality,,21,16,0.000428,9
https://openalex.org/W1988403039,Offense to Others,,26,16,0.00006,11
https://openalex.org/W1988472857,A modest notion of coherence in legal reasoning: A model for the European Court of Justice,,27,15,0.57309,20
https://openalex.org/W198849153,Voluntary Obligations and Normative Powers,,24,12,0.000923,21
https://openalex.org/W1988634903,Deontic logic in the representation of law: Towards a methodology,,24,4,0.000019,13
https://openalex.org/W1989063420,The obligation to work,,32,16,0.000317,9
https://openalex.org/W1989347144,A principled approach to developing legal knowledge systems,,24,4,0.000012,13
https://openalex.org/W1989873401,The principle of fairness and political obligation,,21,16,0.000915,9
https://openalex.org/W1990094989,"Free Choice, Incomparably Valuable Options, and Incommensurable Categories of Good",,10,2,0.001167,23
https://openalex.org/W1990328343,Coordination and Convention at the Foundations of Law,,25,6,0.002679,12
https://openalex.org/W1990362375,Law as a Moral Idea,,8,6,0.002322,12
https://openalex.org/W1990449529,Domination and Distributive Justice,,34,10,0.000005,2
https://openalex.org/W1990609403,THE GOOD MAN AND THE UPRIGHT CITIZEN IN ARISTOTLE'S ETHICS AND POLITICS,,10,7,0.000043,8
https://openalex.org/W1990779512,The law in quest of itself,,8,6,0.000301,12
https://openalex.org/W1991515521,War Crimes and Just War,,24,14,0.000015,1
https://openalex.org/W1992765174,"Equality, Responsibility, and the Law",,2,16,0.000083,7
https://openalex.org/W1994751412,Superseding Historic Injustice,,28,5,0.000195,2
https://openalex.org/W1994907864,Legal Realism and Legal Positivism Reconsidered,,9,6,0.000987,12
https://openalex.org/W1995011919,Wrestling with Law: (Geographical) Specificity vs. (Legal) Abstraction.,,2,6,0.000002,7
https://openalex.org/W1995700735,BankXX: a program to generate argument through case-base search,,14,4,0.000012,0
https://openalex.org/W1995770214,Predicting outcomes of case based legal arguments,,14,4,0.000027,0
https://openalex.org/W1996441604,The Difference Uniforms Make: Collective Violence in Criminal Law and War,,24,14,0.000003,1
https://openalex.org/W1996659825,In defense of liberal public reason: are slavery and abortion hard cases?,,19,16,0.000013,9
https://openalex.org/W1996790102,"Obligation, Loyalty, Exile:",,28,5,0.000044,2
https://openalex.org/W1997394816,Political Obligation and the Natural Duties of Justice,,28,16,0.003141,9
https://openalex.org/W1997477862,Why Punish War Crimes? Victor’s Justice and Expressive Justifications of Punishment,,5,14,0.000011,1
https://openalex.org/W1997926766,Playing by the Rules: A Philosophical Examination of Rule-Based Decision-Making in Law and in Life,,30,6,0.001801,12
https://openalex.org/W1997973011,Toward an intelligent tutoring system for teaching law students to argue with cases,,14,4,0.000009,0
https://openalex.org/W1998687338,Effects of Defects-Action or Argument? Thoughts about Deryck Beyleveld and Roger Brownsword's Law as a Moral Judgment,,10,7,0.067779,8
https://openalex.org/W1999283223,Representing teleological structure in case-based legal reasoning: the missing link,,14,4,0.000094,0
https://openalex.org/W1999532401,"Incorporationism, Conventionality, and the Practical Difference Thesis",,25,6,0.008717,12
https://openalex.org/W1999712459,Utopia or dystopia? Towards a normative analysis of differentiated integration,,34,10,0.000095,2
https://openalex.org/W2000387210,Automated argument assistance for lawyers,,14,4,0.000009,0
https://openalex.org/W200124229,Trial by Mathematics: Precision and Ritual in the Legal Process,,22,13,0.000002,3
https://openalex.org/W2001282989,Playing Fair with Punishment,,5,13,0.000301,11
https://openalex.org/W2001584130,"On the relation between legal language and legal argument: assumptions, applicability and dynamic priorities",,14,4,0.00001,0
https://openalex.org/W2001907939,"Political Liberalism, Ethos Justice, and Gender Equality",,29,11,0.000006,6
https://openalex.org/W2002087186,Criminal Deterrence Research at the Outset of the Twenty-First Century,,31,13,0.000019,11
https://openalex.org/W2002427041,Samuel Pufendorf: Obligation as the Basis of the State,,10,2,0.000018,23
https://openalex.org/W2002848380,Process and Policy: Resource-Bounded NonDemonstrative Reasoning,,14,4,0.000022,0
https://openalex.org/W2002970990,"Feminism, religion, and shared reasons: A defense of exclusive public reason",,29,11,0.000046,6
https://openalex.org/W2003066662,Practical reasoning as presumptive argumentation using action based alternating transition systems,,14,4,0.000009,0
https://openalex.org/W2003578483,Dangers of Dystopias in Penal Theory,,27,13,0,11
https://openalex.org/W2003617475,"Natural Law, Tragedy, and Theological Ethics",,10,2,0.001334,23
https://openalex.org/W2003805585,Rationales and argument moves,,14,4,0.000082,0
https://openalex.org/W2004624139,The Justification of Punishment,,5,13,0.000008,11
https://openalex.org/W2005949547,A history of AI and Law in 50 papers: 25 years of the international conference on AI and Law,,14,4,0.000005,0
https://openalex.org/W2007395894,The Two Levels in Natural Law Thinking,,10,2,0.001218,23
https://openalex.org/W2007935474,Legitimate Authority Without Political Obligation,,0,8,0.00076,9
https://openalex.org/W2008085691,Feminism Unmodified: Discourses on Life and Law,,31,11,0.000021,12
https://openalex.org/W2008168692,The Problem with Negligence,,5,13,0,11
https://openalex.org/W2008606374,Does Distance Matter Morally to the Duty to Rescue,,28,5,0.000104,2
https://openalex.org/W2008734828,What the Liberal State Should Tolerate Within Its Borders,,29,11,0.000045,6
https://openalex.org/W2009043119,Aristotle's Idea of Political Fraternity,,10,7,0.000046,8
https://openalex.org/W2009122572,Interpreting Statutes: A Comparative Study,,33,6,0.000177,0
https://openalex.org/W2009157601,Levinasian Ethics and Legal Obligation,,10,7,0.072323,8
https://openalex.org/W2009299421,Using background knowledge in case-based legal reasoning: a computational model and an intelligent learning environment,,14,4,0.000009,0
https://openalex.org/W2009741018,The Concept of Coherence and Its Significance for Discursive Rationality,,33,6,0.003984,0
https://openalex.org/W2009896285,Was Austin Right After All? On the Role of Sanctions in a Theory of Law,,9,6,0.003421,12
https://openalex.org/W2010366788,"A hybrid formal theory of arguments, stories and criminal evidence",,14,4,0.000009,0
https://openalex.org/W2010371189,Patterns of American jurisprudence,,2,6,0.000132,7
https://openalex.org/W2010376637,Priorities: Equitable versus Legal Assignments of Book Debts,,11,16,0.000005,9
https://openalex.org/W2010738252,Lex Iniusta Non Est Lex: Laws on Trial in Aquinas' Court of Conscience,,10,7,0.004388,8
https://openalex.org/W2010849541,A Formal Theory of the Rule of Law,,23,6,0.000163,12
https://openalex.org/W2011393428,Ethics and the rule of law,,17,6,0.000907,12
https://openalex.org/W2011512658,Takings: Private Property and the Power of Eminent Domain,,20,11,0.000047,7
https://openalex.org/W2011931335,Why Prosecute? Critics of Punishment for Mass Atrocity,,5,14,0.000007,1
https://openalex.org/W2012169540,A Right-Based Critique of Constitutional Rights,,4,6,0.000128,5
https://openalex.org/W2012971748,Reflections on Habermas on Democracy,,29,11,0.000029,6
https://openalex.org/W2013196653,The Role of Subjective Benefit in the Law of Unjust Enrichment,,2,16,0.000061,7
https://openalex.org/W2013396264,Beyond the Sovereign State,,35,9,0.008153,5
https://openalex.org/W2013522791,A Theory of Blame,,5,13,0,11
https://openalex.org/W2013856339,Fusion of Descriptive and Normative Propositions. The Concepts of ‘Descriptive Proposition’ and ‘Normative Proposition’ as Concepts of Degree,,27,15,0.81526,20
https://openalex.org/W2014724534,The Place of Religion in the Practical Reasoning of Individuals and Groups,,10,2,0.001193,23
https://openalex.org/W2014901261,"AI & Law, Logic and Argument Schemes",,14,4,0.000002,0
https://openalex.org/W2015036260,Evaluating arguments based on Toulmin's scheme,,14,4,0.000002,0
https://openalex.org/W2015589610,Complicity: Ethics and Law for a Collective Age,,29,16,0.000024,1
https://openalex.org/W2016060927,Two Types of Civic Friendship,,29,1,0,6
https://openalex.org/W2016621178,"Have concepts, will travel: analytical jurisprudence in a global context",,8,14,0,7
https://openalex.org/W2016826192,Natural Law and Natural Rights,,12,6,0.012607,12
https://openalex.org/W2016893172,Forms and Limits of Utilitarianism,,19,12,0.000215,9
https://openalex.org/W2016919642,Representing Popov v Hayashi with dimensions and factors,,14,4,0.000027,0
https://openalex.org/W2017063570,The IKBALS project: Multi-modal reasoning in legal knowledge based systems,,14,4,0.000008,0
https://openalex.org/W2017462880,"Legal Discourse: Studies in Linguistics, Rhetoric and Legal Analysis",,30,6,0.00001,7
https://openalex.org/W2017742644,The Problem of Enhanced Control,,5,13,0,11
https://openalex.org/W2018150336,Is the Rule of Law an Essentially Contested Concept (In Florida),,8,6,0.00137,12
https://openalex.org/W2018171748,"Conscience, Religion and the State",,10,7,0.001665,8
https://openalex.org/W2019175520,The Nature of the Judicial Process,,2,6,0.000153,7
https://openalex.org/W2019280314,The New Natural Law Theory: A Reply to Jean Porter,,10,7,0.07087,8
https://openalex.org/W2019563417,"I OUGHT, THEREFORE I CAN",,5,13,0.000001,11
https://openalex.org/W2019709613,Dialogue with Dictators: Judicial Resistance in Argentina and Brazil,,16,1,0.000036,10
https://openalex.org/W2019812305,"Taking up space on earth: Theorizing territorial rights, the justification of states and immigration from a global standpoint",,34,16,0.000107,9
https://openalex.org/W2019907875,Denationalization and the Very Idea of Democratic Constitutionalism: The Case of the European Community,,31,6,0.000012,12
https://openalex.org/W2020108900,Natural Law and Moral Philosophy: From Grotius to the Scottish Enlightenment,,20,16,0.000056,9
https://openalex.org/W2020523815,On Difference and Equality,,18,3,0.000043,17
https://openalex.org/W2020788275,"Lon L. Fuller, Gustav Radbruch, and the “positivist” theses",,16,1,0.004656,10
https://openalex.org/W2021373778,The principle of constituted identities and the obligation to include,,22,11,0.00002,2
https://openalex.org/W2021418227,Fair-Play Obligations,,2,16,0.000384,9
https://openalex.org/W2021683802,The Philosophy of Criminal Law: Extending the Debates,,35,9,0.026068,5
https://openalex.org/W2021695404,Objectivity and Truth: You'd Better Believe It,,10,1,0.003023,12
https://openalex.org/W202193167,"Law, fact, and narrative coherence",,33,6,0.000028,7
https://openalex.org/W2022257388,Hard cases: a procedural approach,,14,4,0.000122,0
https://openalex.org/W2022656908,Competing for Liberty: The Republican Critique of Democracy,,34,10,0.000005,2
https://openalex.org/W2022829934,Skepticism and Sanction: The Benefits of Rejecting Moral Responsibility,,5,13,0,11
https://openalex.org/W2022880160,Do Philosophy and Sociology Mix? A Non-Essentialist Socio-Legal Positivist Analysis of the Concept of Law,,27,15,0.730778,20
https://openalex.org/W2023175431,"What's Law Got to Do with It? Judicial Behavioralists Test the ""Legal Model"" of Judicial Decision Making",,2,6,0.000046,5
https://openalex.org/W2023238833,Social Justice in the Liberal State,,18,16,0.000211,9
https://openalex.org/W2023270709,Moral responsibility and ignorance,,5,13,0.000022,11
https://openalex.org/W2023796327,FINNIS ON THE AUTHORITY OF LAW AND THE COMMON GOOD,,10,7,0.004744,8
https://openalex.org/W2024065431,Experimental Philosophy and Free Will,,5,13,0,11
https://openalex.org/W2024102269,A dialectical model of assessing conflicting arguments in legal reasoning,,14,4,0.000147,0
https://openalex.org/W2024318497,A model of legal reasoning with cases incorporating theories and values,,14,4,0.000107,0
https://openalex.org/W2024341531,Theories of Justice,,18,16,0.000107,9
https://openalex.org/W2024541204,"Rational Law, Economic Development and the Case of China",,23,6,0.000066,12
https://openalex.org/W2024594479,"Law, Morality and Society",,25,6,0.000316,12
https://openalex.org/W2025294665,Political Legitimacy and Democracy,,34,10,0.000313,2
https://openalex.org/W2025800669,Law's Community: Legal Theory in Sociological Perspective,,31,6,0.000073,12
https://openalex.org/W2026106485,A simple computational model for nonmonotonic and adversarial legal reasoning,,14,4,0.000006,0
https://openalex.org/W2026133433,The nature and value of rights,,0,8,0.000459,9
https://openalex.org/W2026572335,The role of semantics in legal expert systems and legal reasoning,,24,4,0.000007,13
https://openalex.org/W2026693267,Associative Allegiances and Political Obligations,,0,8,0.000785,9
https://openalex.org/W2027019383,"Defending the Criminal Law: Reflections on the Changing Character of Crime, Procedure, and Sanctions",,2,6,0.000002,7
https://openalex.org/W2027101843,Recognitional Legitimacy and the State System,,28,16,0.000013,9
https://openalex.org/W2027539254,The Authority of Law,,30,6,0.008987,12
https://openalex.org/W2028501282,Constitutional Democracy: A Paradoxical Union of Contradictory Principles?,,22,9,0.000849,5
https://openalex.org/W2028502863,From Demos to Demoi: Democracy across Borders,,34,10,0.000073,2
https://openalex.org/W2029881118,A Deliberative Approach to Conflicts of Culture,,31,11,0.000003,6
https://openalex.org/W2029888259,Of laws in general,,33,6,0.00232,12
https://openalex.org/W2029896180,Doing and Deserving: Essays in the Theory of Responsibility,,11,16,0.000153,9
https://openalex.org/W2029896775,"To Catch a Thief With and Without Numbers: Arguments, Scenarios and Probabilities in Evidential Reasoning.",,14,4,0,0
https://openalex.org/W2030444601,"Persons, punishment, and free will skepticism",,5,13,0.000001,11
https://openalex.org/W2031586784,“Protestant” interpretation and social practices,,23,6,0.000103,12
https://openalex.org/W2032472710,From Nuremburg to Kosovo: The Morality of Illegal International Legal Reform *,,6,10,0.000011,2
https://openalex.org/W2032902905,The Authority of Democracy,,0,8,0.002305,9
https://openalex.org/W2032974234,Building explanations from rules and structured cases,,14,4,0.000034,0
https://openalex.org/W2032998746,Date rape: A feminist analysis,,31,11,0,1
https://openalex.org/W2033133948,"Enfranchising all affected interests, and its alternatives",,22,11,0.000061,6
https://openalex.org/W2033787843,An implementation of Eisner v. Macomber,,14,4,0.000037,0
https://openalex.org/W2034234218,The Autonomy Defense of Free Speech,,16,3,0.000006,17
https://openalex.org/W2034635248,How to Be a Free People,,28,5,0.000067,2
https://openalex.org/W2034885653,Argument-based applications to knowledge engineering,,14,4,0.000003,0
https://openalex.org/W2034903527,The Varieties of Retributive Experience,,5,13,0.000005,11
https://openalex.org/W2034927516,Argumentation schemes and generalisations in reasoning about evidence,,14,4,0.000011,0
https://openalex.org/W2035148892,"LAW, MORALITY, AND THE GUIDANCE OF CONDUCT",,9,6,0.002636,12
https://openalex.org/W2035297989,China's Long March toward Rule of Law,,8,6,0.000015,5
https://openalex.org/W2035416838,Conditional entailment: bridging two approaches to default reasoning,,14,4,0.000028,0
https://openalex.org/W2035707119,The Idea Of An Overlapping Consensus,,23,6,0.000203,12
https://openalex.org/W2035770827,Ontologies in legal information systems; the need for explicit specifications of domain conceptualisations,,24,4,0.000007,13
https://openalex.org/W2035902442,The Concept of Law,,15,6,0.011976,12
https://openalex.org/W2037262533,BankXX: Supporting legal arguments through heuristic retrieval,,14,4,0.000018,0
https://openalex.org/W2038041537,A Theory of Strict Liability,,2,16,0.000083,7
https://openalex.org/W2038328647,Relational Rights and Responsibilities: Revisioning the Family in Liberal Political Theory and Law,,32,16,0.000021,7
https://openalex.org/W2038608783,Restitution: A New Paradigm of Criminal Justice,,0,8,0.000233,9
https://openalex.org/W2038655856,The Aristotelian Spoudaios as Ethical Exemplar in Finnis’s Natural Law Theory,,10,7,0.004923,8
https://openalex.org/W2038703593,An introduction to the principles of morals and legislation,,26,6,0.000347,12
https://openalex.org/W2039237131,On the Concept and the Nature of Law,,27,7,0.374344,8
https://openalex.org/W2039336033,Moral Free Riding,,21,16,0.00043,9
https://openalex.org/W2039760166,How to Make the Punishment Fit the Crime,,5,13,0.000039,11
https://openalex.org/W2039980910,Rawls's Law of Peoples: Rules for a Vanished Westphalian World*,,6,16,0.002234,9
https://openalex.org/W2040207198,The Principles of Natural Law,,10,7,0.044368,8
https://openalex.org/W2040210902,A Theory of Negligence,,2,16,0.000033,7
https://openalex.org/W2040467548,Case law in extended argumentation frameworks,,14,4,0.000009,0
https://openalex.org/W2040506759,ON THE NATURE OF SUPREME COURT DECISION MAKING,,2,6,0.000021,5
https://openalex.org/W2040603703,Gauging Criminal Harm: A Living-Standard Analysis,,5,13,0.000003,11
https://openalex.org/W2041009095,The Idea of a Legitimate State,,6,16,0.000318,9
https://openalex.org/W2041466501,HART ON MORAL RIGHTS AND LEGAL DUTIES,,10,7,0.052618,8
https://openalex.org/W2041607960,The Morality of Freedom,,1,16,0.00751,9
https://openalex.org/W2041979514,Hobbes and the social contract tradition,,20,16,0.000097,23
https://openalex.org/W2042181850,Leading a Life of its Own? The Roles of Reasonable Expectation in Contract Law,,24,12,0.00059,21
https://openalex.org/W2042702269,"Factors, issues and values: revisiting reasoning with cases",,14,4,0.000009,0
https://openalex.org/W2042727912,"LEGITIMACY, DEMOCRACY, AND RAZIAN AUTHORITY",,35,9,0.006875,9
https://openalex.org/W2043417657,Legal decision making as dialectical theory construction with argumentation schemes,,14,4,0.000009,0
https://openalex.org/W2043882007,Kant's Retributivism,,5,13,0.000003,11
https://openalex.org/W2044223990,Fundamental legal concepts: a formal and teleological characterisation,,24,4,0.000022,0
https://openalex.org/W2044818626,Responsibility for Attitudes: Activity and Passivity in Mental Life*,,5,13,0.000003,11
https://openalex.org/W2044908625,Responsibility and Control: A Theory of Moral Responsibility,,5,13,0.000035,11
https://openalex.org/W2045151352,Hard Determinism and Punishment: A Practical Reductio,,5,13,0,11
https://openalex.org/W2045182421,Theory based explanation of case law domains: 38,,14,4,0.00003,0
https://openalex.org/W2045298523,How to Say Things with Walls,,5,13,0.000011,11
https://openalex.org/W2047379627,The Tribunal of Reason: Kant and the Juridical Nature of Pure Reason,,22,0,0.000003,4
https://openalex.org/W2047661196,Toward a Liberal Theory of Political Obligation,,0,8,0.000878,9
https://openalex.org/W2048175845,On Benefiting from Injustice,,28,5,0.000006,2
https://openalex.org/W2048451539,Conceptual organization of case law knowledge bases,,14,4,0.000011,0
https://openalex.org/W2048600620,The British Nationality Act as a logic program,,14,4,0.000066,0
https://openalex.org/W2048636620,The nature of rights.,,11,16,0.00035,9
https://openalex.org/W2048893520,The Trolley Problem as a Problem for Libertarians,,29,11,0.000003,6
https://openalex.org/W2049679091,Argumentation and Interpretation in Law,,33,6,0.000114,12
https://openalex.org/W2050223480,Automatically classifying case texts and predicting outcomes,,14,4,0.000006,0
https://openalex.org/W2050497363,Elements of a Theory of Human Rights,,13,16,0.000126,2
https://openalex.org/W2051076626,Transformations of Citizenship: The Case of Contemporary Europe,,34,10,0.000081,2
https://openalex.org/W2051784609,Understanding precedents in a temporal context of evolving legal doctrine,,14,4,0.000015,0
https://openalex.org/W2051892360,On Hart's Way Out,,9,6,0.00537,12
https://openalex.org/W2051964555,Constitutional Quandaries and Critical Elections,,18,16,0.000023,9
https://openalex.org/W2052059337,A Cosmopolitan Philosophy of International Law? A Realist Approach,,6,16,0.000066,9
https://openalex.org/W2052201324,Black's Law Dictionary,,14,4,0.000012,0
https://openalex.org/W2052351877,Detecting change in legal concepts,,14,4,0.000027,0
https://openalex.org/W2052671436,Non-Tracing Cases of Culpable Ignorance,,5,13,0,11
https://openalex.org/W2052718919,Killing Minimally Responsible Threats,,24,14,0.000001,1
https://openalex.org/W2052916539,A computational model of ratio decidendi,,14,4,0.000059,0
https://openalex.org/W2053014455,The Absolute Prohibition of Lying and the Origins of the Casuistry of Mental Reservation: Augustinian Arguments and Thomistic Developments,,10,7,0.066718,8
https://openalex.org/W2053659565,Still wrong after all these years,,10,7,0.063069,8
https://openalex.org/W2053716189,Isomorphism and legal knowledge based systems,,24,4,0.000032,0
https://openalex.org/W2053839853,Interpreting statutory predicates,,14,4,0.000043,0
https://openalex.org/W2053945366,Natural Law and Justice,,2,6,0.000059,7
https://openalex.org/W2054329666,An ontology in OWL for legal case-based reasoning,,14,4,0.000003,0
https://openalex.org/W2054504893,Feminism and the power of law,,31,11,0.000023,12
https://openalex.org/W2055244532,Kelsen's Theory of the Basic Norm,,22,0,0.00151,4
https://openalex.org/W2055510916,The hybrid nature of promissory obligation,,24,12,0.00061,21
https://openalex.org/W2055647644,A method for the computational modelling of dialectical argument with dialogue games,,14,4,0.00001,0
https://openalex.org/W2056397859,Autonomy and the Challenges to Liberalism: New Essays,,29,11,0.000012,6
https://openalex.org/W2056630576,Relating Carneades with abstract argumentation via the ASPIC + framework for structured argumentation,,14,4,0.000001,0
https://openalex.org/W2057257255,A Defense of International Criminal Law,,0,8,0.000446,9
https://openalex.org/W2057829124,Some arguments about legal arguments,,14,4,0.00005,0
https://openalex.org/W2058150518,The morality of law,,17,6,0.002987,12
https://openalex.org/W2059214530,"Moral Responsibility, Manipulation Arguments, and History: Assessing the Resilience of Nonhistorical Compatibilism",,5,13,0,11
https://openalex.org/W2060483271,Statutory Lawlessness and Supra-Statutory Law (1946),,17,7,0.299512,8
https://openalex.org/W2060498353,Law and Disagreement,,4,6,0.001586,5
https://openalex.org/W2060969662,Moral ignorance and blameworthiness,,5,13,0.000001,11
https://openalex.org/W2061189098,Constitutional democracy and the legitimacy of judicial review,,4,6,0.000072,5
https://openalex.org/W2061272009,Some thoughts about retributivism,,5,13,0.000142,11
https://openalex.org/W2061701700,Law as fact,,20,6,0.000316,12
https://openalex.org/W2061940329,"Law, Liberty, and Morality",,26,16,0.000609,11
https://openalex.org/W2062788414,Rethinking Criminal Law,,5,13,0.000062,19
https://openalex.org/W2063412381,The Common Place of Law: Stories from Everyday Life,,31,14,0.000036,7
https://openalex.org/W2063487684,The harshness objection : is luck egalitarianism too harsh on the victims of option luck?,,32,16,0.000028,9
https://openalex.org/W2063764015,Using argument schemes for hypothetical reasoning in law,,14,4,0.000011,0
https://openalex.org/W2064023733,Explanationism All the Way Down,,14,4,0,0
https://openalex.org/W2064070332,Poverty and Criminal Responsibility,,5,13,0.000006,11
https://openalex.org/W2064238556,Proportionality in the Philosophy of Punishment,,31,13,0.000009,11
https://openalex.org/W2065218325,DIGNITY AS A MORAL CONCEPT,,16,8,0.000005,10
https://openalex.org/W2065470514,"COERCION, OWNERSHIP, AND THE REDISTRIBUTIVE STATE: JUSTIFICATORY LIBERALISM'S CLASSICAL TILT",,29,11,0.000037,6
https://openalex.org/W2065776138,Facilitating case comparison using value judgments and intermediate legal concepts,,14,4,0.00001,0
https://openalex.org/W2065800506,The value of a promise,,24,12,0.000527,21
https://openalex.org/W2065820028,The rational reconstruction of argumentation referring to consequences and purposes in the application of legal rules: a pragma-dialectical perspective,,33,6,0.000029,5
https://openalex.org/W2065946385,"On Respect, Authority, and Neutrality: A Response",,35,9,0.000646,9
https://openalex.org/W2066663455,"Libertarianism, Entitlement, and Responsibility",,32,16,0.000268,9
https://openalex.org/W2066750905,Law as Interpretation,,30,6,0.001013,12
https://openalex.org/W2067074281,Authority and Reasons: Exclusionary and Second‐Personal*,,35,9,0.008763,9
https://openalex.org/W2067393911,Hart’s Methodological Positivism,,9,6,0.008975,12
https://openalex.org/W2067560843,Why Egalitarians Should Not Care About Equality,,32,16,0.000012,9
https://openalex.org/W2068144010,The pleadings game: formalizing procedural justice,,14,4,0.000017,0
https://openalex.org/W2068236960,Review essay / making up our minds: Can law survive cognitive science?,,2,6,0.000012,7
https://openalex.org/W2068253240,The ethics of punishment: Correctional practice implications,,5,13,0.000001,11
https://openalex.org/W2069176561,Argument-based extended logic programming with defeasible priorities,,14,4,0.000025,0
https://openalex.org/W2069321861,"Ontological requirements for analogical, teleological, and hypothetical legal reasoning",,14,4,0.000017,0
https://openalex.org/W2069542618,Justice As Impartiality,,36,16,0.000285,9
https://openalex.org/W2070053282,The Constitutionalization of International Law and the Legitimation Problems of a Constitution for World Society,,35,9,0.010528,5
https://openalex.org/W2070486087,The Expressive Function of Punishment,,5,13,0.000083,11
https://openalex.org/W2070723458,"Argument from Analogy in Law, the Classical Tradition, and Recent Theories",,33,4,0.000008,0
https://openalex.org/W2071578102,A Right to Do Wrong,,11,16,0.000555,9
https://openalex.org/W2072078569,Distributive Justice: Some Addenda,,6,16,0.000008,9
https://openalex.org/W2072095375,Whose Sovereignty? Empire versus International Law,,22,1,0.000046,5
https://openalex.org/W2072193593,Legal Reality: A Naturalist Approach to Legal Ontology,,37,6,0.000124,12
https://openalex.org/W2072229209,Practical Reason and Norms,,25,6,0.020794,12
https://openalex.org/W2073010516,A matter of principle,,12,6,0.001362,12
https://openalex.org/W2073410822,Philosophical Anarchism and Political Disobedience,,21,16,0.000444,9
https://openalex.org/W2073421736,"Character, purpose, and criminal responsibility",,5,13,0.000002,19
https://openalex.org/W2073425274,Changing legal systems: legal abrogations and annulments in Defeasible Logic,,24,4,0.000019,0
https://openalex.org/W2073540959,The Rule of Law in Contemporary Liberal Theory,,23,6,0.000185,12
https://openalex.org/W2073784765,Human dignity as an essentially contested concept,,16,8,0.000007,10
https://openalex.org/W2074687777,Appropriate Responses and Preventive Benefits: Justifying Censure and Hard Treatment in Legal Punishment.,,5,13,0.000006,11
https://openalex.org/W2074839066,Law and Exclusionary Reasons,,27,15,0.615963,20
https://openalex.org/W2075438625,Justifying legal punishment,,5,13,0.00001,11
https://openalex.org/W2076120700,On the Importance of History for Responsible Agency,,5,13,0.000001,11
https://openalex.org/W2076483551,Grounding the Rule of Law,,23,6,0.000078,12
https://openalex.org/W2076754485,A logical framework for modelling legal argument,,14,4,0.000014,0
https://openalex.org/W2076841323,Motive and criminal liability,,26,6,0.00006,11
https://openalex.org/W2077539373,A sociological theory of law,,31,6,0.000073,12
https://openalex.org/W2077577163,Human rights and correctional clinical practice,,5,13,0.000002,11
https://openalex.org/W2077913887,Solving a Murder Case by Asking Critical Questions : An Approach to Fact-Finding in Terms of Argumentation and Story Schemes,,14,4,0.000001,0
https://openalex.org/W2078644730,Disagreement in Politics,,29,16,0.002716,9
https://openalex.org/W2079691384,"Pufendorf on Morality, Sociability, and Moral Powers",,10,2,0.001056,23
https://openalex.org/W2080251764,Responsibility as Answerability,,5,13,0.000001,11
https://openalex.org/W2080406782,"Kant's theory of punishment: Deterrence in its threat, retribution in its execution",,5,13,0.000018,11
https://openalex.org/W2080433285,"Practical Principles, Moral Truth, and Ultimate Ends",,10,7,0.02514,8
https://openalex.org/W2080575678,Permissions and obligations in hierarchical normative systems,,20,6,0.000014,13
https://openalex.org/W2080647564,Liability for the Bad Behaviour of Others,,18,3,0.000043,17
https://openalex.org/W2080764832,Faultless mistake of fact: Justification or excuse?,,5,13,0,11
https://openalex.org/W2081073222,The law as a system of signs,,33,6,0.000024,7
https://openalex.org/W2081664466,Can Neurological Evidence Help Courts Assess Criminal Responsibility? Lessons from Law and Neuroscience,,5,13,0,11
