"","id","display_name","publication_year","type","journal","journal_id","doi","first_author"
"987","https://openalex.org/W2075445958","Punishment for Criminal Attempts: A Legal Perspective on the Problem of Moral Luck",2008,"journal-article","Canadian Journal of Philosophy","https://openalex.org/V41191225","https://doi.org/10.1353/cjp.0.0010","Thomas Bittner"
"988","https://openalex.org/W3121531415","Punishment and Justification",2008,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/527424","Mitchell N. Berman"
"989","https://openalex.org/W2073421736","Character, purpose, and criminal responsibility",1982,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/bf00143144","Michael D. Bayles"
"990","https://openalex.org/W2137074370","JOEL FEINBERG AND THE JUSTIFICATION OF HARD PATERNALISM",2005,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325205050147","Richard J. Arneson"
"991","https://openalex.org/W1980252567","Self-defense, punishment, and proportionality",1991,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/bf00149801","Larry Alexander"
"992","https://openalex.org/W1975398656","Retributivism and the inadvertent punishment of the innocent",1983,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/bf00144449","Larry Alexander"
"993","https://openalex.org/W2598694175","Arthur Ripstein, equality, responsibility, and the law",2001,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1023/a:1011918431525","Larry Alexander"
"994","https://openalex.org/W1973484728","Fitting punishment to crime",1996,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/bf00127214","David M. Adams"
"995","https://openalex.org/W2064802855","SHAME, GUILT, AND PUNISHMENT",2009,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/s10982-008-9042-x","Raffaele Rodogno"
"996","https://openalex.org/W2083577101","Some myths about ‘mental illness’",1975,"journal-article","Inquiry: Critical Thinking Across the Disciplines","https://openalex.org/V80123269","https://doi.org/10.1080/00201747508601764","Michael S. Moore"
"997","https://openalex.org/W2163929629","Private revenge and its relation to punishment",2009,"journal-article","Utilitas","https://openalex.org/V197192246","https://doi.org/10.1017/s0953820808003336","Brian Rosebury"
"998","https://openalex.org/W2025142344","The criminal and the sick",1958,"journal-article","Inquiry: Critical Thinking Across the Disciplines","https://openalex.org/V80123269","https://doi.org/10.1080/00201745808601277","Vilhelm Aubert"
"999","https://openalex.org/W2151886402","Defending Humanity: When Force Is Justified and Why - by George P. Fletcher and Jens David Ohlin",2009,"journal-article","Ethics & International Affairs","https://openalex.org/V60902712","https://doi.org/10.1111/j.1747-7093.2009.00209.x","Endre Begby"
"1000","https://openalex.org/W2123909195","Philosophy, Criticism and Community: A Response to Duff",2009,"journal-article","Journal of Applied Philosophy","https://openalex.org/V100706773","https://doi.org/10.1111/j.1468-5930.2009.00450.x","John Tasioulas"
"1001","https://openalex.org/W1994917731","Law, Strategy and Democracy: A Response to Duff",2009,"journal-article","Journal of Applied Philosophy","https://openalex.org/V100706773","https://doi.org/10.1111/j.1468-5930.2009.00451.x","Victor Tadros"
"1002","https://openalex.org/W2126891821","How To Reconcile Liberal Politics with Retributive Punishment",2007,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/gqm020","Thaddeus Metz"
"1003","https://openalex.org/W2006710305","The Nature of Reactive Practices: Exploring Strawson’s Expressivism",2008,"journal-article","South African Journal of Philosophy","https://openalex.org/V199106067","https://doi.org/10.4314/sajpem.v27i3.31514","Thaddeus Metz"
"1004","https://openalex.org/W2107484349","On the Possibility of Kantian Retributivism",2009,"journal-article","Utilitas","https://openalex.org/V197192246","https://doi.org/10.1017/s0953820809990057","Dimitri Landa"
"1005","https://openalex.org/W2064070332","Poverty and Criminal Responsibility",2009,"journal-article","Journal of Value Inquiry","https://openalex.org/V81604740","https://doi.org/10.1007/s10790-009-9180-x","Victor Tadros"
"1006","https://openalex.org/W2012026116","Strict Responsibility, Moral and Criminal",2009,"journal-article","Journal of Value Inquiry","https://openalex.org/V81604740","https://doi.org/10.1007/s10790-009-9183-7","R. A. Duff"
"1007","https://openalex.org/W2105864958","Moral Luck and Liability Lotteries",2010,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-010-9130-2","Guy Sela"
"1008","https://openalex.org/W3124540467","Comments on Doug Husak: The low cost of recognizing (and of ignoring) the limited relevance of intentions to permissibility",2009,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-008-9064-3","Alec D. Walen"
"1009","https://openalex.org/W2142468793","Legal and Moral Responsibility",2009,"journal-article","Philosophy Compass","https://openalex.org/V34011028","https://doi.org/10.1111/j.1747-9991.2009.00257.x","Antony Duff"
"1010","https://openalex.org/W3125886148","Moral Luck and the Law",2010,"journal-article","Philosophy Compass","https://openalex.org/V34011028","https://doi.org/10.1111/j.1747-9991.2009.00265.x","David Enoch"
"1011","https://openalex.org/W2152710718","DISCONNECTION AND RESPONSIBILITY",2012,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325212000092","Jonathan Schaffer"
"1012","https://openalex.org/W2038516610","Rescuing Fair-Play as a Justification for Punishment",2010,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-010-9119-x","Matt Stichter"
"1013","https://openalex.org/W2006440545","War Crimes and Expressive Theories of Punishment: Communication or Denunciation?",2010,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-010-9115-1","Bill Wringe"
"1014","https://openalex.org/W2037752813","Crime, Culpability and Moral Luck",2010,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/s10982-010-9068-8","Alec D. Walen"
"1015","https://openalex.org/W1976156251","BLAME, MORAL STANDING AND THE LEGITIMACY OF THE CRIMINAL TRIAL",2010,"journal-article","Ratio","https://openalex.org/V108709262","https://doi.org/10.1111/j.1467-9329.2010.00456.x","R. A. Duff"
"1016","https://openalex.org/W1988145500","Response to Critics",2010,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/s10982-010-9075-9","Larry Alexander"
"1017","https://openalex.org/W2119426902","Towards a Theory of Criminal Law",2010,"journal-article","Aristotelian Society Supplementary Volume","https://openalex.org/V194395252","https://doi.org/10.1111/j.1467-8349.2010.00183.x","R. A. Duff"
"1018","https://openalex.org/W2127424313","Against Retributive Justifications of the Death Penalty",2010,"journal-article","Journal of Social Philosophy","https://openalex.org/V142541857","https://doi.org/10.1111/j.1467-9833.2010.01486.x","Sarah Roberts-Cady"
"1019","https://openalex.org/W3121339694","Punishment: The future",2010,"journal-article","Philosophy Compass","https://openalex.org/V34011028","https://doi.org/10.1111/j.1747-9991.2010.00289.x","David A. Wood"
"1020","https://openalex.org/W1987381781","The Limits of Virtue Jurisprudence",2003,"journal-article","Metaphilosophy","https://openalex.org/V62126955","https://doi.org/10.1111/1467-9973.00269","R. A. Duff"
"1021","https://openalex.org/W1963741677","MORALITY AND BAD LUCK",1989,"journal-article","Metaphilosophy","https://openalex.org/V62126955","https://doi.org/10.1111/j.1467-9973.1989.tb00423.x","Judith Jarvis Thomson"
"1022","https://openalex.org/W2119912892","An Approach To The Problems Of Punishment",1958,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100055017","S. I. Benn"
"1023","https://openalex.org/W2004624139","The Justification of Punishment",1954,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100067152","Antony Flew"
"1024","https://openalex.org/W2069858310","The Ethics of Punishment",1929,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100031454","W. D. Ross"
"1025","https://openalex.org/W2107350710","Professor Flew On Punishment",1955,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100034756","J. D. Mabbott"
"1026","https://openalex.org/W2128661067","Punishment and Remorse",1973,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100042285","Jenny Teichman"
"1027","https://openalex.org/W2135952512","Punishment and Responsibility . By H. L. A. Hart. (Clarendon Press, Oxford, 1968. Pp. x + 271. 28s.",1970,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100009864","W. D. Hudson"
"1028","https://openalex.org/W2161693460","Can an Action be its Own Punishment",1979,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100063555","Margaret Paton"
"1029","https://openalex.org/W2020739496","Justice, Equal Opportunity, and the Family By James S. Fishkin London: Yale University Press, 1984, vii+200 pp., L7.95 Beyond Subjective Morality By James S. Fishkin London: Yale University Press, 1984, vii+200 pp., L17.50",1986,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100019665","Antony Duff"
"1030","https://openalex.org/W2045298523","How to Say Things with Walls",1980,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100049524","Anthony Skillen"
"1031","https://openalex.org/W2101637700","Punishment as Language",1989,"journal-article","Philosophy","https://openalex.org/V69970347","https://doi.org/10.1017/s0031819100044478","Igor Primoratz"
"1032","https://openalex.org/W2046608051","Prisons and Punishment",1974,"journal-article","Journal of Social Philosophy","https://openalex.org/V142541857","https://doi.org/10.1111/j.1467-9833.1974.tb00423.x","Peter Stillman"
"1033","https://openalex.org/W1991145307","Distinguishing general theory, doctrine and evidence in criminal responsibility: a response to Lacey",2007,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-006-9023-9","Victor Tadros"
"1034","https://openalex.org/W1995419940","Response to Norrie and Tadros",2007,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-006-9028-4","Nicola Lacey"
"1035","https://openalex.org/W2027019383","Defending the Criminal Law: Reflections on the Changing Character of Crime, Procedure, and Sanctions",2008,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-007-9033-2","Andrew Ashworth"
"1036","https://openalex.org/W2050468135","Justifying Punishment: A Response to Douglas Husak",2008,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-008-9046-5","Kimberley Brownlee"
"1037","https://openalex.org/W2122473296","Complicity and causality",2007,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-006-9018-6","John Gardner"
"1038","https://openalex.org/W1981736620","Why Criminal Law: A Question of Content?",2008,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-008-9048-3","Douglas Husak"
"1039","https://openalex.org/W1537342683","Victor Tadros, Criminal Responsibility",2007,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-006-9019-5","Michael Plaxton"
"1040","https://openalex.org/W2099136196","Rethinking the presumption of innocence",2007,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-006-9016-8","Victor Tadros"
"1041","https://openalex.org/W1988836137","Excuses, moral and legal: a comment on Marcia Baron’s ‘excuses, excuses’",2006,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-006-9003-0","R. A. Duff"
"1042","https://openalex.org/W1533391493","R. A. Duff and Stuart Green (eds), Defining Crimes: Essays on the Special Part of the Criminal Law",2008,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-008-9060-7","Arlie Loughnan"
"1043","https://openalex.org/W2097817273","Why criminal law? The role of utilitarianism: A response to Husak",2008,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-008-9049-2","C. M. V. Clarkson"
"1044","https://openalex.org/W2087029501","The Costs to Criminal Theory of Supposing that Intentions are Irrelevant to Permissibility",2009,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-008-9065-2","Douglas Husak"
"1045","https://openalex.org/W2085460521","Crime and criminal law reform: a theory of the legislative response",2009,"journal-article","Critical Review of International Social and Political Philosophy","https://openalex.org/V61740895","https://doi.org/10.1080/13698230902738486","Roger A. Shiner"
"1046","https://openalex.org/W2022362373","A Felon's Right to Vote",2002,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.2307/3505059","Michael Cholbi"
"1047","https://openalex.org/W2038077075","Punishment, Restitution, and the Marvelous Method of Directing the Intention",2010,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/07311291003654179","Leo Zaibert"
"1048","https://openalex.org/W1990937287","The Structure of Criminal Law",2009,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/07311290903181234","Kimberly Kessler Ferzan"
"1049","https://openalex.org/W2048755317","Douglas Husak on Dispensing With the malum prohibitum Offense of Money Laundering",2009,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/07311290902831458","Robert Young"
"1050","https://openalex.org/W2091153669","The Architecture of Criminalization",2009,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/07311290902831433","Victor Tadros"
"1051","https://openalex.org/W2062532167","Arguing against inhumane and degrading punishment",1998,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1998.9992045","Richard L. Lippke"
"1052","https://openalex.org/W1982401292","A trial in Germany",1999,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1999.9992061","George P. Fletcher"
"1053","https://openalex.org/W2059692153","Double punishment and punishing character: The unfairness of prior convictions",2000,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2000.9992081","Mirko Bagaric"
"1054","https://openalex.org/W2011734680","Review essay / philosophical analysis and the limits of the substantive criminal law",1999,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1999.9992076","Douglas Husak"
"1055","https://openalex.org/W2017058731","Responses to the critiques of the grammar of criminal law",2008,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2008.9992233","George P. Fletcher"
"1056","https://openalex.org/W1975906821","What are the arguments against the majority's desire for punishment?",2008,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2008.9992227","Kurt Seelmann"
"1057","https://openalex.org/W2066939064","Communicative punishment and the role of the victim",2004,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2004.9992171","R. A. Duff"
"1058","https://openalex.org/W2035326026","Political theory and criminal law",2006,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2006.9992192","George P. Fletcher"
"1059","https://openalex.org/W2027422182","The victim and the justification of punishment",1998,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1998.9992057","Diane Whiteley"
"1060","https://openalex.org/W1998854577","Sentencing Guidelines and Penal Aims in Minnesota",1994,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1994.9991959","Andrew von Hirsch"
"1061","https://openalex.org/W2075048026","The orthodox model of the criminal offense",1991,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1991.9991892","Douglas Husak"
"1062","https://openalex.org/W2001634005","Review essay / perfectionist moral theory, the criminal law, and the liberal state",1994,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1994.9991980","David A. J. Richards"
"1063","https://openalex.org/W2025262775","Penalty enhancement for hate crimes",1992,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1992.9991916","John Kleinig"
"1064","https://openalex.org/W2001584001","Punishment and a rights-based democracy",1991,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1991.9991899","Jaime Malamud-Goti"
"1065","https://openalex.org/W2154638618","Constructing a theory of impossible attempts",1986,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1986.9991793","George P. Fletcher"
"1066","https://openalex.org/W1996284920","Harm to others—a rejoinder",1986,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1986.9991791","Joel Feinberg"
"1067","https://openalex.org/W2076841323","Motive and criminal liability",1989,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1988.9991846","Douglas Husak"
"1068","https://openalex.org/W2138991418","Review essay / justice, mercy, and forgiveness",1990,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1990.9991881","R. A. Duff"
"1069","https://openalex.org/W2020438314","Book review/reform and punishment",1985,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1985.9991772","Paul A. Dynia"
"1070","https://openalex.org/W1966127611","Criminal theory as an international discipline: Reflections on the 1984 Freiburg workshop",1985,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1985.9991770","George P. Fletcher"
"1071","https://openalex.org/W2043176863","Protecting fetuses from prenatal hazards: Whose crimes? What punishment?",1990,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1990.9991868","Kathleen Nolan"
"1072","https://openalex.org/W2048577122","The moral and legal responsibility of the bad Samaritan",1984,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1984.9991743","Joel Feinberg"
"1073","https://openalex.org/W2090851172","The ongoing soviet debate about the presumption of innocence",1984,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1984.9991744","George P. Fletcher"
"1074","https://openalex.org/W2001595465","Rights and excuses",1984,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.1984.9991755","George P. Fletcher"
"1075","https://openalex.org/W1984468243","Do we believe in penal substitution",1997,"journal-article","Philosophical papers","https://openalex.org/V4210209058","https://doi.org/10.1080/05568649709506566","David Lewis"
"1076","https://openalex.org/W3166348634","[Book review] drugs and rights",1995,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1086/293643","Douglas Husak"
"1077","https://openalex.org/W2234954342","The Determinist Theory of Excuses",1985,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/292692","Michael S. Moore"
"1078","https://openalex.org/W2513188544","Book ReviewsChristopher Kutz, .Complicity: Ethics and Law for a Collective Age.Cambridge: Cambridge University Press, 2000. Pp. xii+331. $70.00 (cloth).",2004,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/420729","John Gardner"
"1079","https://openalex.org/W2517858202","Philosophy of Criminal Law. Douglas Husak",1989,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/293132","Leo Katz"
"1080","https://openalex.org/W2514908105","Book ReviewsRobert P. Burns,A Theory of the Trial.Princeton, N.J.: Princeton University Press, 1999. Pp. 247. $29.95 (cloth).",2003,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/376701","Antony Duff"
"1081","https://openalex.org/W2517931799","Book Review:Causation in the Law. H. L. A. Hart, Tony Honore",1987,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/292878","Lawrence C. Becker"
"1082","https://openalex.org/W1982766731","Pain relief, acceleration of death, and criminal law.",1996,"journal-article","Kennedy Institute of Ethics Journal","https://openalex.org/V159607754","https://doi.org/10.1353/ken.1996.0017","Norman L. Cantor"
"1083","https://openalex.org/W2046505183","Punishment: a tale of two Islands",1993,"journal-article","Ratio","https://openalex.org/V108709262","https://doi.org/10.1111/j.1467-9329.1993.tb00053.x","Mark Thomas Walker"
"1084","https://openalex.org/W2014954935","Commentary on ""Psychopathy, Other-Regarding Moral Beliefs, and Responsibility""",1996,"journal-article","Philosophy, Psychiatry, & Psychology","https://openalex.org/V1025762778","https://doi.org/10.1353/ppp.1996.0040","Antony Duff"
"1085","https://openalex.org/W2019748567","Punishment and Upbringing: Considerations for an educative justification of punishment",2000,"journal-article","Journal of Moral Education","https://openalex.org/V151157582","https://doi.org/10.1080/030572400102934","Ido Weijers"
"1086","https://openalex.org/W2010131888","The Intention Debate in German Criminal Law",2004,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/j.1467-9337.2004.00273.x","Greg Taylor"
"1087","https://openalex.org/W3121302989","On Punishing Emotions",2003,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/1467-9337.00223","Brian Rosebury"
"1088","https://openalex.org/W2166142913","The Social Function of Punishment",2008,"journal-article","Theoria","https://openalex.org/V162880254","https://doi.org/10.1111/j.1755-2567.1947.tb00512.x","Âke Petzäll."
"1089","https://openalex.org/W1994187242","IV—Answering for Crime",2006,"journal-article","Proceedings of the Aristotelian Society for the Systematic Study of Philosophy","https://openalex.org/V4210167481","https://doi.org/10.1111/j.1467-9264.2006.00140.x","R. A. Duff"
"1090","https://openalex.org/W1564860694","L. Zaibert, Punishment and Retribution",2010,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-009-9083-8","Christopher Bennett"
"1091","https://openalex.org/W114766105","Douglas Husak, Overcriminalization. The Limits of the Criminal Law",2010,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-009-9084-7","M Alfonso Donoso"
"1092","https://openalex.org/W1983816556","Theorizing Criminal Law Reform",2009,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-009-9076-7","Roger A. Shiner"
"1093","https://openalex.org/W2049126431","Fair Play, Political Obligation, and Punishment",2011,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-010-9103-8","Zachary Hoskins"
"1094","https://openalex.org/W1987311757","Mistake of Law and Culpability",2010,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-010-9092-7","Douglas Husak"
"1095","https://openalex.org/W2076070087","Penal Coercion in Contexts of Social Injustice",2011,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-010-9107-4","Roberto Gargarella"
"1096","https://openalex.org/W2516276711","Book ReviewsDouglas Husak, .Overcriminalization: The Limits of the Criminal Law.Oxford: Oxford University Press, 2008. Pp. x+231. $49.95 (cloth).",2008,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/595546","Danny Scoccia"
"1097","https://openalex.org/W2061862053","Review: R. A. Du: Answering for Crime",2009,"journal-article","Mind","https://openalex.org/V37480348","https://doi.org/10.1093/mind/fzp054","Victor Tadros"
"1098","https://openalex.org/W2095316439","Priorities of Global Justice",2001,"journal-article","Metaphilosophy","https://openalex.org/V62126955","https://doi.org/10.1111/1467-9973.00172","Thomas Pogge"
"1099","https://openalex.org/W2044009825","EXCUSES AND THE CRIMINAL LAW",1975,"journal-article","Southern Journal of Philosophy","https://openalex.org/V63730871","https://doi.org/10.1111/j.2041-6962.1975.tb01221.x","Laurence D. Houlgate"
"1100","https://openalex.org/W2042313500","The Justification of Deserved Punishment Via General Moral Principles",1995,"journal-article","Southern Journal of Philosophy","https://openalex.org/V63730871","https://doi.org/10.1111/j.2041-6962.1995.tb00755.x","Stephen Kershnar"
"1101","https://openalex.org/W2135816069","Feinberg's Theory of “Preposthumous” Harm",1986,"journal-article","Dialogue","https://openalex.org/V198776919","https://doi.org/10.1017/s0012217300049623","Wilfrid J. Waluchow"
"1102","https://openalex.org/W2060884450","Do Wrongdoers Have a Right to Make Amends",2003,"journal-article","Social Theory and Practice","https://openalex.org/V68409214","https://doi.org/10.5840/soctheorpract200329216","Linda Radzik"
"1103","https://openalex.org/W2159818550","GUILT, ANGER, AND RETRIBUTION",2010,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325210000066","Raffaele Rodogno"
"1104","https://openalex.org/W2066642264","Mercy, retributivism, and harsh punishment",2000,"journal-article","International Journal of Applied Philosophy","https://openalex.org/V183767532","https://doi.org/10.5840/ijap200014215","Stephen Kershnar"
"1105","https://openalex.org/W1989043589","A Defense of Retributivism",2000,"journal-article","International Journal of Applied Philosophy","https://openalex.org/V183767532","https://doi.org/10.5840/ijap20001416","Stephen Kershnar"
"1106","https://openalex.org/W2320109426","Colloquium on the Philosophy of Punishment",1973,"journal-article","Studi internazionali di filosofia","https://openalex.org/V4210190529","https://doi.org/10.5840/studintfil1973515","William M. Richards"
"1107","https://openalex.org/W2318194778","WHY SUBMIT TO PUNISHMENT",1988,"journal-article","Southwest Philosophy Review","https://openalex.org/V2764538478","https://doi.org/10.5840/swphilreview19884115","Jacob Adler"
"1108","https://openalex.org/W2149926457","Agent Motives and the Criminal Law",1987,"journal-article","Social Theory and Practice","https://openalex.org/V68409214","https://doi.org/10.5840/soctheorpract198713314","Christine Sistare"
"1109","https://openalex.org/W1987372439","Punishment for Thoughts",1965,"journal-article","The Monist","https://openalex.org/V72705189","https://doi.org/10.5840/monist196549324","Herbert Morris"
"1110","https://openalex.org/W2070486087","The Expressive Function of Punishment",1965,"journal-article","The Monist","https://openalex.org/V72705189","https://doi.org/10.5840/monist196549326","Joel Feinberg"
"1111","https://openalex.org/W2314972789","The Justification of Punishment",1931,"journal-article","The Monist","https://openalex.org/V72705189","https://doi.org/10.5840/monist193141323","John Laird"
"1112","https://openalex.org/W2318271547","On Criminal Suggestion.",1892,"journal-article","The Monist","https://openalex.org/V72705189","https://doi.org/10.5840/monist18922343","J. Delbouf"
"1113","https://openalex.org/W2141215382","Kant's Justification of the Death Penalty Reconsidered",2010,"journal-article","Kantian Review","https://openalex.org/V159387410","https://doi.org/10.1017/s1369415400002417","Benjamin S. Yost"
"1114","https://openalex.org/W2127308353","Responsibility and revision: a Levinasian argument for the abolition of capital punishment",2011,"journal-article","Continental Philosophy Review","https://openalex.org/V20022381","https://doi.org/10.1007/s11007-011-9167-8","Benjamin S. Yost"
"1115","https://openalex.org/W2331432181","Can Retributivists Support Legal Punishment",1980,"journal-article","The Monist","https://openalex.org/V72705189","https://doi.org/10.5840/monist198063210","George Schedler"
"1116","https://openalex.org/W1977600635","The idea of a justification for punishment",1998,"journal-article","Critical Review of International Social and Political Philosophy","https://openalex.org/V61740895","https://doi.org/10.1080/13698239808403230","Kevin Magill"
"1117","https://openalex.org/W2318028797","Punishment: definition and justification",1967,"journal-article","Analysis","https://openalex.org/V121299002","https://doi.org/10.1093/analys/28.1.21","Thomas McPherson"
"1118","https://openalex.org/W2000098602","Correspondence: The Justification of Punishment",1971,"journal-article","British Journal of Educational Studies","https://openalex.org/V93528005","https://doi.org/10.2307/3120162","John Wilson"
"1119","https://openalex.org/W2308702825","Punishment and Community: The Reintegrative Theory of Punishment",1996,"journal-article","Canadian Journal of Philosophy","https://openalex.org/V41191225","https://doi.org/10.1080/00455091.1996.10717444","Eric Reitan"
"1120","https://openalex.org/W2469715268","On the Use of Strict Liability in the Criminal Law",1987,"journal-article","Canadian Journal of Philosophy","https://openalex.org/V41191225","https://doi.org/10.1080/00455091.1987.10716443","Christine T. Sistare"
"1121","https://openalex.org/W2466115553","Scheid on Punishment",1983,"journal-article","Canadian Journal of Philosophy","https://openalex.org/V41191225","https://doi.org/10.1080/00455091.1983.10715838","I. A. Snook"
